eval_id,query,normalized_query,query_type,difficulty,expected_record_ids,expected_group_id,expected_behavior,requested_field
E-REC-135-when,متى نسوي صيانة إدراك؟,متي نسوي صيانه ادراك؟,field_specific,medium,REC-135,PROC-4,answer,when
E-REC-136-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-136,PROC-4,answer,who
E-REC-136-when,متى نسوي صيانة إدراك؟,متي نسوي صيانه ادراك؟,field_specific,medium,REC-136,PROC-4,answer,when
E-REC-137-where,وين ينحفظ صيانة إدراك؟,وين ينحفظ صيانه ادراك؟,field_specific,medium,REC-137,PROC-4,answer,where
E-REC-138-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-138,PROC-4,answer,who
E-REC-138-when,متى نسوي صيانة إدراك؟,متي نسوي صيانه ادراك؟,field_specific,medium,REC-138,PROC-4,answer,when
E-REC-139-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-139,PROC-4,answer,who
E-REC-139-when,متى نسوي صيانة إدراك؟,متي نسوي صيانه ادراك؟,field_specific,medium,REC-139,PROC-4,answer,when
E-REC-140-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-140,PROC-4,answer,who
E-REC-140-when,متى نسوي صيانة إدراك؟,متي نسوي صيانه ادراك؟,field_specific,medium,REC-140,PROC-4,answer,when
E-REC-140-where,وين ينحفظ صيانة إدراك؟,وين ينحفظ صيانه ادراك؟,field_specific,medium,REC-140,PROC-4,answer,where
E-REC-141-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-141,PROC-4,answer,who
E-REC-142-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-142,PROC-4,answer,who
E-REC-142-when,متى نسوي صيانة إدراك؟,متي نسوي صيانه ادراك؟,field_specific,medium,REC-142,PROC-4,answer,when
E-REC-142-where,وين ينحفظ صيانة إدراك؟,وين ينحفظ صيانه ادراك؟,field_specific,medium,REC-142,PROC-4,answer,where
E-REC-143-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-143,PROC-4.1,answer,who
E-REC-143-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-143,PROC-4.1,answer,when
E-REC-143-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-143,PROC-4.1,answer,where
E-REC-144-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-144,PROC-4.1,answer,who
E-REC-144-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-144,PROC-4.1,answer,when
E-REC-144-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-144,PROC-4.1,answer,where
E-REC-145-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-145,PROC-4.1,answer,who
E-REC-145-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-145,PROC-4.1,answer,when
E-REC-145-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-145,PROC-4.1,answer,where
E-REC-146-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-146,PROC-4.1,answer,who
E-REC-146-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-146,PROC-4.1,answer,when
E-REC-146-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-146,PROC-4.1,answer,where
E-REC-147-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-147,PROC-4.1,answer,who
E-REC-147-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-147,PROC-4.1,answer,when
E-REC-147-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-147,PROC-4.1,answer,where
E-REC-147-target,كم الهدف المطلوب في فحص إدراك اليومي؟,كم الهدف المطلوب في فحص ادراك اليومي؟,field_specific,medium,REC-147,PROC-4.1,answer,target
E-REC-148-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-148,PROC-4.1,answer,who
E-REC-148-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-148,PROC-4.1,answer,when
E-REC-148-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-148,PROC-4.1,answer,where
E-REC-149-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-149,PROC-4.1,answer,who
E-REC-149-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-149,PROC-4.1,answer,when
E-REC-149-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-149,PROC-4.1,answer,where
E-REC-149-target,كم الهدف المطلوب في فحص إدراك اليومي؟,كم الهدف المطلوب في فحص ادراك اليومي؟,field_specific,medium,REC-149,PROC-4.1,answer,target
E-REC-150-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-150,PROC-4.1,answer,who
E-REC-150-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-150,PROC-4.1,answer,when
E-REC-150-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-150,PROC-4.1,answer,where
E-REC-151-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-151,PROC-4.1,answer,who
E-REC-151-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-151,PROC-4.1,answer,when
E-REC-151-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-151,PROC-4.1,answer,where
E-REC-152-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-152,PROC-4.1,answer,who
E-REC-152-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-152,PROC-4.1,answer,when
E-REC-152-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-152,PROC-4.1,answer,where
E-REC-153-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-153,PROC-4.1,answer,who
E-REC-153-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-153,PROC-4.1,answer,when
E-REC-153-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-153,PROC-4.1,answer,where
E-REC-154-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-154,PROC-4.1,answer,who
E-REC-154-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-154,PROC-4.1,answer,when
E-REC-154-target,كم الهدف المطلوب في فحص إدراك اليومي؟,كم الهدف المطلوب في فحص ادراك اليومي؟,field_specific,medium,REC-154,PROC-4.1,answer,target
E-REC-155-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-155,PROC-4.1,answer,who
E-REC-155-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-155,PROC-4.1,answer,when
E-REC-156-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-156,PROC-4.1,answer,who
E-REC-156-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-156,PROC-4.1,answer,when
E-REC-156-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-156,PROC-4.1,answer,where
E-REC-157-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-157,PROC-4.1,answer,who
E-REC-157-when,متى نسوي فحص إدراك اليومي؟,متي نسوي فحص ادراك اليومي؟,field_specific,medium,REC-157,PROC-4.1,answer,when
E-REC-157-where,وين ينحفظ فحص إدراك اليومي؟,وين ينحفظ فحص ادراك اليومي؟,field_specific,medium,REC-157,PROC-4.1,answer,where
E-REC-158-who,مين مسؤول عن فحص إدراك اليومي؟,مين مسوول عن فحص ادراك اليومي؟,field_specific,medium,REC-158,PROC-4.1,answer,who
E-REC-159-who,مين مسؤول عن نسخ احتياطي شهري؟,مين مسوول عن نسخ احتياطي شهري؟,field_specific,medium,REC-159,PROC-4.2,answer,who
E-REC-159-when,متى نسوي نسخ احتياطي شهري؟,متي نسوي نسخ احتياطي شهري؟,field_specific,medium,REC-159,PROC-4.2,answer,when
E-REC-160-who,مين مسؤول عن نسخ احتياطي شهري؟,مين مسوول عن نسخ احتياطي شهري؟,field_specific,medium,REC-160,PROC-4.2,answer,who
E-REC-160-when,متى نسوي نسخ احتياطي شهري؟,متي نسوي نسخ احتياطي شهري؟,field_specific,medium,REC-160,PROC-4.2,answer,when
E-REC-160-where,وين ينحفظ نسخ احتياطي شهري؟,وين ينحفظ نسخ احتياطي شهري؟,field_specific,medium,REC-160,PROC-4.2,answer,where
E-REC-164-when,متى نسوي بطاقة صيانة إدراك؟,متي نسوي بطاقه صيانه ادراك؟,field_specific,medium,REC-164,FORM-5.2.1,answer,when
E-REC-165-when,متى نسوي بطاقة صيانة إدراك؟,متي نسوي بطاقه صيانه ادراك؟,field_specific,medium,REC-165,FORM-5.2.1,answer,when
E-REC-166-when,متى نسوي بطاقة صيانة إدراك؟,متي نسوي بطاقه صيانه ادراك؟,field_specific,medium,REC-166,FORM-5.2.1,answer,when
E-REC-167-when,متى نسوي بطاقة صيانة إدراك؟,متي نسوي بطاقه صيانه ادراك؟,field_specific,medium,REC-167,FORM-5.2.1,answer,when
E-REC-168-when,متى نسوي بطاقة صيانة إدراك؟,متي نسوي بطاقه صيانه ادراك؟,field_specific,medium,REC-168,FORM-5.2.1,answer,when
E-REC-169-target,كم الهدف المطلوب في بطاقة صيانة إدراك؟,كم الهدف المطلوب في بطاقه صيانه ادراك؟,field_specific,medium,REC-169,FORM-5.2.1,answer,target
E-REC-170-who,مين مسؤول عن بطاقة صيانة إدراك؟,مين مسوول عن بطاقه صيانه ادراك؟,field_specific,medium,REC-170,FORM-5.2.1,answer,who
E-REC-171-who,مين مسؤول عن بطاقة صيانة إدراك؟,مين مسوول عن بطاقه صيانه ادراك؟,field_specific,medium,REC-171,FORM-5.2.1,answer,who
E-AMB-001,الباك اب,الباك اب,ambiguous,hard,,,clarify,
E-AMB-002,التكت,التكت,ambiguous,hard,,,clarify,
E-AMB-003,النظام ما يشتغل,النظام ما يشتغل,ambiguous,hard,,,clarify,
E-AMB-004,الصيانة,الصيانه,ambiguous,hard,,,clarify,
E-AMB-005,الصلاحية,الصلاحيه,ambiguous,hard,,,clarify,
E-OOS-001,كم سعر الدولار اليوم؟,كم سعر الدولار اليوم؟,out_of_scope,hard,,,abstain,
E-OOS-002,احجز لي موعد أسنان,احجز لي موعد اسنان,out_of_scope,hard,,,abstain,
E-OOS-003,وش أفضل مطعم قريب؟,وش افضل مطعم قريب؟,out_of_scope,hard,,,abstain,
E-OOS-004,اكتب لي قصيدة,اكتب لي قصيده,out_of_scope,hard,,,abstain,
E-OOS-005,كيف أصلح مكينة السيارة؟,كيف اصلح مكينه السياره؟,out_of_scope,hard,,,abstain,
E-OOS-006,ما حالة الطقس؟,ما حاله الطقس؟,out_of_scope,hard,,,abstain,
E-OOS-007,أبغى أشتري لابتوب,ابغي اشتري لابتوب,out_of_scope,hard,,,abstain,
E-OOS-008,من فاز بالمباراة؟,من فاز بالمباراه؟,out_of_scope,hard,,,abstain,
E-OOS-009,كيف أقدم على فيزا؟,كيف اقدم علي فيزا؟,out_of_scope,hard,,,abstain,
E-OOS-010,وش أعراض الإنفلونزا؟,وش اعراض الانفلونزا؟,out_of_scope,hard,,,abstain,
